"INT/EXT";"CODE FOURNISSEUR";"CODE COLLECTION";"CODE COULEUR";"CATEGORIE";"DIMENSION";"COULEUR";"REF1";"REF2";"DIMENSION2";"PRIX PUBLIC TTC";"PRIX PROMO TTC";"FOURNISSEUR";"COLLECTION";"COLLISAGE";"UNITE";"FINITION"
"INT";300;"L";2;" CARRELAGE ";3060;"TRAVERTINO NAVONA ";"SA";"MM";3060;" 54 € ";" 54 € ";"SICHENIA ";"MUSEUM";1,044;"m²";0
"INT";300;"L";2;" CARRELAGE ";3060;"TRAVERTINO NAVONA ";"SA";"MM";3060;" 69 € ";" 69 € ";"SICHENIA ";"MUSEUM";1,044;"m²";"poli"
"INT";300;"L";2;" CARRELAGE ";6060;"TRAVERTINO NAVONA ";"SA";"MM";6060;" 54 € ";" 54 € ";"SICHENIA ";"MUSEUM";1,392;"m²";0
"INT";300;"L";2;" CARRELAGE ";6060;"TRAVERTINO NAVONA ";"SA";"MM";6060;" 69 € ";" 69 € ";"SICHENIA ";"MUSEUM";1,392;"m²";"poli"
"INT";300;"L";2;" CARRELAGE ";60120;"TRAVERTINO NAVONA ";"SA";"MM";60120;" 60 € ";" 60 € ";"SICHENIA ";"MUSEUM";1,387;"m²";0
"INT";300;"L";2;" CARRELAGE ";60120;"TRAVERTINO NAVONA ";"SA";"MM";60120;" 76 € ";" 76 € ";"SICHENIA ";"MUSEUM";1,387;"m²";"poli"
"INT";300;"L";3;" CARRELAGE ";3060;"AMAZING GREY ";"SA";"MM";3060;" 54 € ";" 54 € ";"SICHENIA ";"MUSEUM";1,044;"m²";0
"INT";300;"L";3;" CARRELAGE ";3060;"AMAZING GREY ";"SA";"MM";3060;" 69 € ";" 69 € ";"SICHENIA ";"MUSEUM";1,044;"m²";"poli"
"INT";300;"L";3;" CARRELAGE ";6060;"AMAZING GREY ";"SA";"MM";6060;" 54 € ";" 54 € ";"SICHENIA ";"MUSEUM";1,392;"m²";0
"INT";300;"L";3;" CARRELAGE ";6060;"AMAZING GREY ";"SA";"MM";6060;" 69 € ";" 69 € ";"SICHENIA ";"MUSEUM";1,392;"m²";"poli"
"INT";300;"L";3;" CARRELAGE ";60120;"AMAZING GREY ";"SA";"MM";60120;" 60 € ";" 60 € ";"SICHENIA ";"MUSEUM";1,387;"m²";0
"INT";300;"L";3;" CARRELAGE ";60120;"AMAZING GREY ";"SA";"MM";60120;" 76 € ";" 76 € ";"SICHENIA ";"MUSEUM";1,387;"m²";"poli"
"INT";300;"L";4;" CARRELAGE ";3060;"SAINT LAURENT ";"SA";"MM";3060;" 54 € ";" 54 € ";"SICHENIA ";"MUSEUM";1,044;"m²";0
"INT";300;"L";4;" CARRELAGE ";3060;"SAINT LAURENT ";"SA";"MM";3060;" 69 € ";" 69 € ";"SICHENIA ";"MUSEUM";1,044;"m²";"poli"
"INT";300;"L";4;" CARRELAGE ";6060;"SAINT LAURENT ";"SA";"MM";6060;" 54 € ";" 54 € ";"SICHENIA ";"MUSEUM";1,392;"m²";0
"INT";300;"L";4;" CARRELAGE ";6060;"SAINT LAURENT ";"SA";"MM";6060;" 69 € ";" 69 € ";"SICHENIA ";"MUSEUM";1,392;"m²";"poli"
"INT";300;"L";4;" CARRELAGE ";60120;"SAINT LAURENT ";"SA";"MM";60120;" 60 € ";" 60 € ";"SICHENIA ";"MUSEUM";1,387;"m²";0
"INT";300;"L";4;" CARRELAGE ";60120;"SAINT LAURENT ";"SA";"MM";60120;" 76 € ";" 76 € ";"SICHENIA ";"MUSEUM";1,387;"m²";"poli"
"INT";300;"M";1;" CARRELAGE ";3060;"BIANCO DI SPAGNA";"SA";"EO";3060;" 47 € ";" 47 € ";"SICHENIA";"94_EVO";1,08;"m²";0
"EXT";300;"M";1;" CARRELAGE ";3060;"BIANCO DI SPAGNA";"SA";"EO";3060;" 47 € ";" 47 € ";"SICHENIA";"94_EVO";1,08;"m²";0
"INT";300;"M";1;" CARRELAGE ";6060;"BIANCO DI SPAGNA";"SA";"EO";6060;" 47 € ";" 47 € ";"SICHENIA";"94_EVO";1,44;"m²";0
"INT";300;"M";1;" CARRELAGE ";9090;"BIANCO DI SPAGNA";"SA";"EO";9090;" 56 € ";" 56 € ";"SICHENIA";"94_EVO";1,62;"m²";0
"INT";300;"M";1;" CARRELAGE ";60120;"BIANCO DI SPAGNA";"SA";"EO";60120;" 56 € ";" 56 € ";"SICHENIA";"94_EVO";1,44;"m²";0
"INT";300;"M";1;" CARRELAGE ";120120;"BIANCO DI SPAGNA";"SA";"EO";120120;" 76 € ";" 76 € ";"SICHENIA";"94_EVO";1,44;"m²";0
"EXT";300;"M";1;" CARRELAGE ";120120;"BIANCO DI SPAGNA";"SA";"EO";120120;" 78 € ";" 78 € ";"SICHENIA";"94_EVO";1,44;"m²";0
"INT";300;"M";2;" CARRELAGE ";3060;"GRIGIO CROMO";"SA";"EO";3060;" 47 € ";" 47 € ";"SICHENIA";"94_EVO";1,08;"m²";0
"EXT";300;"M";2;" CARRELAGE ";3060;"GRIGIO CROMO";"SA";"EO";3060;" 47 € ";" 47 € ";"SICHENIA";"94_EVO";1,08;"m²";0
"INT";300;"M";2;" CARRELAGE ";6060;"GRIGIO CROMO";"SA";"EO";6060;" 47 € ";" 47 € ";"SICHENIA";"94_EVO";1,44;"m²";0
"INT";300;"M";2;" CARRELAGE ";9090;"GRIGIO CROMO";"SA";"EO";9090;" 56 € ";" 56 € ";"SICHENIA";"94_EVO";1,62;"m²";0
"INT";300;"M";2;" CARRELAGE ";60120;"GRIGIO CROMO";"SA";"EO";60120;" 56 € ";" 56 € ";"SICHENIA";"94_EVO";1,44;"m²";0
"INT";300;"M";2;" CARRELAGE ";120120;"GRIGIO CROMO";"SA";"EO";120120;" 76 € ";" 76 € ";"SICHENIA";"94_EVO";1,44;"m²";0
"EXT";300;"M";2;" CARRELAGE ";120120;"GRIGIO CROMO";"SA";"EO";120120;" 78 € ";" 78 € ";"SICHENIA";"94_EVO";1,44;"m²";0
"INT";300;"M";3;" CARRELAGE ";3060;"NERO FUMO";"SA";"EO";3060;" 47 € ";" 47 € ";"SICHENIA";"94_EVO";1,08;"m²";0
"EXT";300;"M";3;" CARRELAGE ";3060;"NERO FUMO";"SA";"EO";3060;" 47 € ";" 47 € ";"SICHENIA";"94_EVO";1,08;"m²";0
"INT";300;"M";3;" CARRELAGE ";6060;"NERO FUMO";"SA";"EO";6060;" 47 € ";" 47 € ";"SICHENIA";"94_EVO";1,44;"m²";0
"INT";300;"M";3;" CARRELAGE ";9090;"NERO FUMO";"SA";"EO";9090;" 56 € ";" 56 € ";"SICHENIA";"94_EVO";1,62;"m²";0
"INT";300;"M";3;" CARRELAGE ";60120;"NERO FUMO";"SA";"EO";60120;" 56 € ";" 56 € ";"SICHENIA";"94_EVO";1,44;"m²";0
"INT";300;"M";4;" CARRELAGE ";3060;"MICA PERLATA";"SA";"EO";3060;" 47 € ";" 47 € ";"SICHENIA";"94_EVO";1,08;"m²";0
